Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Age,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,-12417.0,34,-3,1,0,1,0,Core staff,3,0
5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11279.0,31,-1,1,0,0,0,Laborers,3,0
5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874.0,57,-7,1,0,0,0,Core staff,2,0
5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749.0,32,-3,1,0,0,0,Medicine staff,2,0
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997.0,30,-6,1,0,0,1,Core staff,4,0
5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,-19736.0,54,-35,1,0,1,0,Core staff,1,0
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-13230.0,36,-10,1,0,0,1,High skill tech staff,3,0
5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12278.0,34,-2,1,0,0,0,Core staff,2,0
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-10990.0,30,-6,1,0,0,0,Core staff,4,0
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12716.0,35,-15,1,0,0,0,Core staff,2,0
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19033.0,52,-10,1,0,0,0,Sales staff,2,0
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863.0,41,-12,1,0,0,0,Managers,3,0
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942.0,30,-1,1,0,0,0,Drivers,2,0
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-13682.0,37,-1,1,1,1,0,Core staff,2,0
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-9124.0,25,-3,1,1,0,0,Drivers,2,0
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21009.0,58,-4,1,0,0,0,Core staff,2,0
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11512.0,32,-13,1,0,0,0,Core staff,1,0
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596.0,40,-5,1,0,0,0,Core staff,3,0
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-11892.0,33,-7,1,0,1,0,Drivers,3,0
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648.0,29,-4,1,1,1,0,Core staff,3,0
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11239.0,31,-1,1,0,0,0,Accountants,3,0
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811.0,62,-6,1,1,1,0,High skill tech staff,2,0
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725.0,35,-4,1,0,0,0,Core staff,4,0
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16758.0,46,-4,1,0,0,0,Waiters/barmen staff,2,0
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838.0,52,-16,1,0,0,0,Managers,2,0
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,52,-9,1,1,0,0,Cooking staff,2,0
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796.0,38,-7,1,0,0,0,Drivers,2,0
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047.0,33,-9,1,0,0,0,Managers,3,0
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754.0,57,-6,1,0,0,0,Core staff,2,0
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,25,-1,1,0,0,0,Core staff,2,0
5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23431.0,64,-4,1,0,0,0,Core staff,1,0
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547.0,43,-18,1,0,0,0,Core staff,3,0
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454.0,29,-1,1,0,0,1,High skill tech staff,4,0
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,36,-1,1,0,0,0,Accountants,2,0
5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20013.0,55,-4,1,0,0,0,Core staff,2,0
5149353,M,Y,Y,0,206718.75,Commercial associate,Higher education,Married,House / apartment,-12208.0,33,-9,1,0,0,0,Accountants,2,0
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21721.0,60,-4,1,0,0,0,Core staff,2,0
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10253.0,28,-4,1,0,0,0,Laborers,3,0
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843.0,35,-7,1,0,0,0,Managers,2,0
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-19433.0,53,-1,1,1,1,0,Core staff,2,0
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455.0,48,-4,1,0,0,0,Drivers,2,0
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-13387.0,37,-7,1,0,0,0,Core staff,3,0
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11762.0,32,-2,1,0,0,0,Core staff,4,0
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327.0,31,0,1,1,1,0,Core staff,4,0
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389.0,26,-4,1,1,1,0,Core staff,2,0
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-11697.0,32,-2,1,0,0,0,HR staff,4,0
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17579.0,48,-5,1,1,0,0,Laborers,1,0
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-18181.0,50,-1,1,1,1,0,Laborers,1,0
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898.0,46,-20,1,1,1,0,Core staff,1,0
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474.0,53,-4,1,0,0,0,Core staff,2,0
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243.0,42,-20,1,1,1,0,High skill tech staff,3,0
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192.0,39,-2,1,0,0,0,Drivers,4,0
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20341.0,56,-19,1,0,0,0,Laborers,2,0
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13427.0,37,-1,1,1,0,0,Laborers,5,0
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-15050.0,41,-4,1,0,0,0,Managers,3,0
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439.0,40,-17,1,1,0,0,Core staff,4,0
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992.0,36,-2,1,1,1,0,Drivers,2,0
5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483.0,64,-4,1,0,0,0,Core staff,2,0
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11822.0,32,-2,1,1,0,0,Laborers,3,0
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235.0,47,-7,1,0,1,0,Core staff,2,0
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116.0,28,-2,1,0,0,0,Laborers,3,0
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-11061.0,30,0,1,1,1,0,High skill tech staff,1,0
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,-14247.0,39,0,1,0,0,0,Core staff,3,0
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998.0,33,-4,1,0,0,0,Managers,1,0
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366.0,42,-3,1,1,1,0,Drivers,2,0
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,29,-5,1,0,0,0,Core staff,1,0
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390.0,31,-1,1,0,1,0,Sales staff,2,0
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034.0,60,-4,1,0,0,0,Core staff,1,0
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351.0,53,-3,1,0,0,0,Laborers,2,0
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516.0,51,-6,1,1,1,0,Low-skill Laborers,2,0
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-10932.0,30,-2,1,0,0,0,Secretaries,1,0
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751.0,65,-4,1,0,0,0,Core staff,1,0
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617.0,48,-9,1,1,1,1,Private service staff,1,0
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-8247.0,23,-1,1,1,0,1,Sales staff,2,0
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099.0,33,-6,1,0,0,1,Core staff,5,0
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981.0,27,-5,1,0,0,1,Laborers,2,0
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425.0,40,-13,1,1,1,0,Laborers,2,0
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188.0,44,-1,1,1,1,1,Sales staff,2,0
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-22100.0,61,-2,1,0,0,1,Managers,2,0
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16047.0,44,-19,1,0,0,0,Laborers,2,0
5051180,M,Y,N,1,187619.32019704435,Working,Secondary / secondary special,Married,House / apartment,-13086.0,36,-5,1,0,1,0,Laborers,3,0
5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280.0,64,-4,1,0,0,0,Core staff,1,0
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-20208.0,55,-22,1,0,1,0,Core staff,3,0
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320.0,26,-6,1,0,0,0,High skill tech staff,3,0
5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22233.0,61,-4,1,0,1,0,Core staff,2,0
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11731.0,32,-10,1,1,1,0,Core staff,5,0
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282.0,56,-4,1,0,1,0,Core staff,1,0
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301.0,34,0,1,0,1,0,Core staff,3,0
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855.0,32,-13,1,0,0,0,Laborers,2,0
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,-15931.0,44,-12,1,1,1,0,Core staff,3,0
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-11736.0,32,-2,1,0,0,0,Drivers,4,0
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510.0,40,-10,1,0,0,0,Core staff,3,0
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,31,-6,1,0,0,1,Accountants,2,0
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602.0,32,-4,1,0,0,0,Managers,3,0
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,37,-15,1,1,1,0,Drivers,3,0
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11495.0,31,-2,1,0,0,0,Security staff,1,0
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955.0,33,-2,1,1,1,1,Laborers,2,0
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-10927.0,30,-5,1,0,0,0,Core staff,4,0
5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24946.0,68,-4,1,0,1,0,Core staff,1,0
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548.0,40,-17,1,0,1,0,Medicine staff,1,0
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116.0,44,-3,1,0,1,0,Laborers,2,0
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,38,0,1,0,1,1,Sales staff,2,0
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527.0,59,-4,1,0,0,0,Core staff,2,0
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738.0,43,-13,1,1,1,0,Private service staff,2,0
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14474.0,40,-6,1,0,0,1,Core staff,3,0
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9791.0,27,-4,1,0,0,1,Sales staff,2,0
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636.0,40,-13,1,1,1,0,Laborers,2,0
5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15323.0,42,-23,1,1,0,0,Laborers,1,0
5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395.0,56,-4,1,0,1,0,Core staff,1,0
5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-16047.0,44,-6,1,0,1,0,Laborers,2,0
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001.0,47,-14,1,0,0,0,Medicine staff,4,0
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,35,-3,1,0,0,0,Core staff,1,0
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14122.0,39,-3,1,0,0,1,Laborers,1,0
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,37,-17,1,0,1,0,Medicine staff,4,0
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006.0,25,-2,1,0,0,1,Sales staff,2,0
5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21512.0,59,-4,1,0,0,0,Core staff,2,0
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-19566.0,54,-15,1,1,0,0,Medicine staff,2,0
5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854.0,63,-4,1,0,1,0,Core staff,1,0
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027.0,41,0,1,0,0,0,Accountants,3,0
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450.0,48,-15,1,0,0,0,Managers,1,0
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-9688.0,27,-2,1,0,1,1,Core staff,1,0
5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,34,-10,1,0,0,1,Accountants,2,0
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111.0,58,-13,1,0,0,0,Core staff,2,0
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-23694.0,65,-4,1,0,0,1,Core staff,1,0
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,47,-8,1,0,0,0,Medicine staff,1,0
5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,56,-26,1,0,1,0,Core staff,2,0
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240.0,39,-4,1,0,0,0,Core staff,2,0
5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23334.0,64,-4,1,0,0,0,Core staff,2,0
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23118.0,63,-4,1,0,1,0,Core staff,2,0
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19682.0,54,-6,1,1,0,0,Cleaning staff,1,0
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9957.0,27,-3,1,0,0,0,Laborers,1,0
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300.0,45,-27,1,0,0,1,Managers,2,0
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-9983.0,27,-5,1,0,0,0,Core staff,2,0
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,-15303.0,42,-3,1,0,0,0,Core staff,2,0
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10570.0,29,-3,1,0,0,0,Managers,2,0
5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19921.0,55,-4,1,0,1,0,Core staff,2,0
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231.0,42,-23,1,0,0,1,High skill tech staff,2,0
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14622.0,40,-6,1,0,0,0,Core staff,2,0
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868.0,49,-5,1,0,0,0,Drivers,3,0
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12170.0,33,-3,1,0,0,0,Laborers,4,0
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417.0,34,-7,1,0,0,0,High skill tech staff,3,0
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-14897.0,41,-7,1,1,1,0,Core staff,2,0
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874.0,30,-3,1,1,0,0,Laborers,4,0
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974.0,55,-1,1,0,1,0,Laborers,2,0
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314.0,28,-3,1,0,0,1,Sales staff,2,0
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16047.0,44,-6,1,0,0,0,Laborers,3,0
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438.0,42,-6,1,0,0,1,Secretaries,4,0
5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11382.0,31,-7,1,1,1,0,Drivers,2,0
5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-21026.0,58,-31,1,0,1,0,Core staff,2,0
5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21671.0,59,-4,1,0,1,0,Core staff,2,0
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20063.0,55,-3,1,1,1,0,Core staff,2,0
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-13643.0,37,-8,1,0,0,0,Managers,2,0
5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21854.0,60,-4,1,0,0,0,Core staff,2,0
5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10785.0,30,-4,1,0,0,0,Core staff,2,0
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-21897.0,60,-2,1,0,0,0,Security staff,2,0
5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904.0,44,-10,1,0,0,0,Laborers,4,0
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152.0,47,-3,1,0,0,1,Laborers,3,0
5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-14926.0,41,-9,1,1,0,0,Core staff,2,0
5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269.0,34,-1,1,0,1,0,Medicine staff,2,0
5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15853.0,43,-1,1,0,1,0,Laborers,1,0
5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-17437.0,48,-5,1,0,0,0,Core staff,3,0
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901.0,27,0,1,0,0,0,Drivers,3,0
5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-14349.0,39,-11,1,0,1,0,Core staff,2,0
5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203.0,47,-4,1,0,0,1,Managers,2,0
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228.0,39,-15,1,0,1,0,Core staff,2,0
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867.0,57,-3,1,0,1,0,Laborers,2,0
5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,-13200.0,36,-3,1,0,1,1,Sales staff,2,0
5024636,F,N,Y,0,173412.7232142857,Working,Secondary / secondary special,Married,House / apartment,-19922.0,55,-3,1,0,0,0,Core staff,2,0
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768.0,46,-8,1,1,0,0,Laborers,4,0
5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746.0,40,-2,1,0,0,0,Core staff,1,0
5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799.0,52,-4,1,1,0,0,Cleaning staff,1,0
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754.0,49,-5,1,0,0,0,Drivers,15,0
5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9582.0,26,-8,1,0,0,1,Laborers,2,0
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,34,-11,1,0,0,0,Managers,2,0
5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837.0,30,-2,1,0,0,1,Sales staff,1,0
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-11974.0,33,-1,1,0,1,0,Sales staff,2,0
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256.0,42,-12,1,0,0,0,Laborers,2,0
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914.0,49,-3,1,0,0,0,Laborers,2,0
5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348.0,34,-3,1,0,0,0,Managers,4,0
5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,-17387.0,48,-4,1,0,0,0,Core staff,1,0
5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18197.0,50,-2,1,0,0,0,Core staff,2,0
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-17483.0,48,-3,1,0,0,0,Core staff,2,0
5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-17054.0,47,-2,1,0,1,0,Security staff,1,0
5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20668.0,57,-8,1,0,0,0,Core staff,2,0
5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527.0,59,-4,1,0,0,0,Core staff,2,0
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18058.0,49,-11,1,1,0,0,Drivers,2,0
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569.0,34,-9,1,0,0,0,Core staff,3,0
5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002.0,60,-4,1,0,1,0,Core staff,1,0
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482.0,53,-8,1,0,0,0,Laborers,2,0
5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,-22107.0,61,-4,1,0,0,0,Core staff,2,0
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-16047.0,44,-18,1,1,1,0,High skill tech staff,4,0
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-11941.0,33,-8,1,0,0,0,Core staff,3,0
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018.0,44,-7,1,1,1,0,Managers,3,0
5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,-16653.0,46,-5,1,0,0,0,Drivers,2,0
5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19317.0,53,-32,1,0,0,0,Medicine staff,2,0
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-13861.0,38,-15,1,0,0,0,Laborers,2,0
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909.0,30,-4,1,0,0,0,Managers,2,0
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301.0,56,-8,1,1,1,0,Managers,2,0
5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17837.0,49,-1,1,0,0,0,Security staff,2,0
5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20838.0,57,-4,1,0,0,0,Core staff,2,0
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9810.0,27,-8,1,1,0,0,Core staff,2,0
